name	pronounciation	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl
half	226	500	0	0	0	0	0	
machinery	4763	5046	0	0	0	0	0	
lively	4731	5047	0	0	0	0	0	
shave	5514	5048	0	0	0	0	0	
institute	1079	5049	0	0	0	0	0	
erase	8207	5050	0	0	0	0	0	
plot	2625	2620	0	0	0	0	0	
irrelevant	4614	5051	0	0	0	0	0	
terminal	5797	5052	0	0	0	0	0	
harbor	0	5053	0	0	0	0	0	
coaching	0	5054	0	0	0	0	0	
foolish	4220	5055	0	0	0	0	0	
frightened	4267	5056	0	0	0	0	0	
hate	2239	1374	0	0	0	0	0	
Reverend	5388	5057	0	0	0	0	0	
ignorance	4502	5058	0	0	0	0	0	
neatly	0	5059	0	0	0	0	0	
skier	0	5060	0	0	0	0	0	
wetland	13016	5061	0	0	0	0	0	
playground	10730	5062	0	0	0	0	0	
cellular	7040	5063	0	0	0	0	0	
embarrassment	4052	5064	0	0	0	0	0	
amateur	1667	5065	0	0	0	0	0	
competent	3642	5066	0	0	0	0	0	
linear	9674	5067	0	0	0	0	0	
mosque	4873	5068	0	0	0	0	0	
primitive	5197	5069	0	0	0	0	0	
reasoning	11149	5070	0	0	0	0	0	
balcony	3313	5071	0	0	0	0	0	
closing	7198	5072	0	0	0	0	0	
excellence	4121	5073	0	0	0	0	0	
brow	6854	5074	0	0	0	0	0	
ant	6348	5075	0	0	0	0	0	
par	5030	5076	0	0	0	0	0	
harmful	4407	5077	0	0	0	0	0	
recycle	5307	5078	0	0	0	0	0	
worship	6088	5079	0	0	0	0	0	
coincidence	3609	5080	0	0	0	0	0	
resentment	5362	5081	0	0	0	0	0	
feminine	4182	5082	0	0	0	0	0	
justification	4646	5083	0	0	0	0	0	
dependence	7711	5084	0	0	0	0	0	
destructive	3870	5085	0	0	0	0	0	
repetition	11307	5086	0	0	0	0	0	
niche	10209	5087	0	0	0	0	0	
tuition	12573	5088	0	0	0	0	0	
dividend	2043	5089	0	0	0	0	0	
single	474	576	0	0	0	0	0	
wash	3090	1913	0	0	0	0	0	
revise	5389	5090	0	0	0	0	0	
bark	3323	5091	0	0	0	0	0	
inexpensive	9272	5092	0	0	0	0	0	
terrify	5801	5093	0	0	0	0	0	
governmental	4344	5094	0	0	0	0	0	
sleeping	0	5095	0	0	0	0	0	
like	0	70	0	0	0	0	0	
courtyard	7471	5096	0	0	0	0	0	
fascinate	8344	5097	0	0	0	0	0	
generator	4301	5098	0	0	0	0	0	
stab	5646	5099	0	0	0	0	0	
cafe	3469	5100	0	0	0	0	0	
incidence	9205	5101	0	0	0	0	0	
prop	5223	5102	0	0	0	0	0	
failed	0	5103	0	0	0	0	0	
propaganda	5224	5104	0	0	0	0	0	
underscore	12660	5105	0	0	0	0	0	
formulate	4235	5106	0	0	0	0	0	
corrupt	3742	5107	0	0	0	0	0	
castle	1825	5108	0	0	0	0	0	
technically	12337	5109	0	0	0	0	0	
parallel	5034	5110	0	0	0	0	0	
wan	12970	5111	0	0	0	0	0	
fulfil	2192	5112	0	0	0	0	0	
microwave	4825	5113	0	0	0	0	0	
thorough	2987	5114	0	0	0	0	0	
specimen	5619	5115	0	0	0	0	0	
obscure	4955	5116	0	0	0	0	0	
spectacle	5620	5117	0	0	0	0	0	
thrill	5824	5118	0	0	0	0	0	
heroin	4439	5119	0	0	0	0	0	
monk	4862	5120	0	0	0	0	0	
outlook	4997	5121	0	0	0	0	0	
treat	1543	867	0	0	0	0	0	
above	615	810	0	0	0	0	0	
bout	3408	5122	0	0	0	0	0	
laptop	0	5123	0	0	0	0	0	
sniff	5586	5124	0	0	0	0	0	
reproductive	11324	5125	0	0	0	0	0	
varying	0	5126	0	0	0	0	0	
matrix	9890	5127	0	0	0	0	0	
printer	5198	5128	0	0	0	0	0	
spatial	11961	5129	0	0	0	0	0	
setup	0	5130	0	0	0	0	0	
bored	3401	5131	0	0	0	0	0	
cone	7335	5132	0	0	0	0	0	
cleanup	0	5133	0	0	0	0	0	
runway	11502	5134	0	0	0	0	0	
locally	0	5135	0	0	0	0	0	
armor	0	5136	0	0	0	0	0	
stroll	5693	5137	0	0	0	0	0	
lineup	0	5138	0	0	0	0	0	
nitrogen	10220	5139	0	0	0	0	0	
rebound	11159	5140	0	0	0	0	0	
transparent	12514	5141	0	0	0	0	0	
integral	9370	5142	0	0	0	0	0	
respective	11355	5143	0	0	0	0	0	
saying	11568	5144	0	0	0	0	0	
circulate	3569	5145	0	0	0	0	0	
forecast	2175	5146	0	0	0	0	0	
Easter	4025	5147	0	0	0	0	0	
intriguing	4601	5148	0	0	0	0	0	
classification	7164	5149	0	0	0	0	0	
breeding	0	5150	0	0	0	0	0	
paragraph	5033	5151	0	0	0	0	0	
advisor	0	5152	0	0	0	0	0	
thrust	5828	5153	0	0	0	0	0	
allied	1663	5154	0	0	0	0	0	
recreation	5306	5155	0	0	0	0	0	
footage	4221	5156	0	0	0	0	0	
absurd	3135	5157	0	0	0	0	0	
preferred	0	5158	0	0	0	0	0	
say	450	18	0	0	0	0	0	
urge	1564	2011	0	0	0	0	0	
temptation	5791	5159	0	0	0	0	0	
reservoir	5365	5160	0	0	0	0	0	
feast	4177	5161	0	0	0	0	0	
unfamiliar	12688	5162	0	0	0	0	0	
analogy	6314	5163	0	0	0	0	0	
conductor	3668	5164	0	0	0	0	0	
inhabitant	4544	5165	0	0	0	0	0	
strap	5683	5166	0	0	0	0	0	
determined	2026	5167	0	0	0	0	0	
logo	4742	5168	0	0	0	0	0	
intensify	4584	5169	0	0	0	0	0	
mail	2423	2228	0	0	0	0	0	
toddler	12449	5170	0	0	0	0	0	
arc	6405	5171	0	0	0	0	0	
sway	5751	5172	0	0	0	0	0	
slip	1433	1606	0	0	0	0	0	
sophomore	0	5173	0	0	0	0	0	
maximize	9898	5174	0	0	0	0	0	
head	230	230	0	0	0	0	0	
upgrade	5955	5175	0	0	0	0	0	
manifest	4778	5176	0	0	0	0	0	
refusal	5316	5177	0	0	0	0	0	
erosion	8209	5178	0	0	0	0	0	
recreational	11191	5179	0	0	0	0	0	
flush	4214	5180	0	0	0	0	0	
license	4704	2538	0	0	0	0	0	
educated	4031	5181	0	0	0	0	0	
lick	9652	5182	0	0	0	0	0	
predominantly	5176	5183	0	0	0	0	0	
unaware	5912	5184	0	0	0	0	0	
align	6258	5185	0	0	0	0	0	
courthouse	7467	5186	0	0	0	0	0	
mighty	4828	5187	0	0	0	0	0	
sufficiently	0	5188	0	0	0	0	0	
idiot	9118	5189	0	0	0	0	0	
subjective	12161	5190	0	0	0	0	0	
valve	5975	5191	0	0	0	0	0	
defect	3832	5192	0	0	0	0	0	
accountant	3150	5193	0	0	0	0	0	
fairness	8323	5194	0	0	0	0	0	
vulnerability	0	5195	0	0	0	0	0	
additionally	6169	5196	0	0	0	0	0	
finely	0	5197	0	0	0	0	0	
owl	5014	5198	0	0	0	0	0	
slash	5570	5199	0	0	0	0	0	
petition	5090	5200	0	0	0	0	0	
diner	7809	5201	0	0	0	0	0	
advertisement	3176	5202	0	0	0	0	0	
aside	0	1686	0	0	0	0	0	
correspondence	3740	5203	0	0	0	0	0	
static	12062	5204	0	0	0	0	0	
artery	3257	5205	0	0	0	0	0	
mist	4846	5206	0	0	0	0	0	
curator	7569	5207	0	0	0	0	0	
baseline	6600	5208	0	0	0	0	0	
coefficient	0	5209	0	0	0	0	0	
correction	3738	5210	0	0	0	0	0	
grower	4373	5211	0	0	0	0	0	
nonsense	4931	5212	0	0	0	0	0	
gum	4382	5213	0	0	0	0	0	
contrast	1938	1585	0	0	0	0	0	
thesis	5817	5214	0	0	0	0	0	
dressing	7987	5215	0	0	0	0	0	
audio	3291	5216	0	0	0	0	0	
qualified	2697	5217	0	0	0	0	0	
cosmic	7450	5218	0	0	0	0	0	
ponder	5141	5219	0	0	0	0	0	
sanctuary	5447	5220	0	0	0	0	0	
complicate	7296	5221	0	0	0	0	0	
smooth	2865	2155	0	0	0	0	0	
denounce	3847	5222	0	0	0	0	0	
beating	1748	5223	0	0	0	0	0	
prepared	1263	5224	0	0	0	0	0	
lounge	4751	5225	0	0	0	0	0	
stool	12107	5226	0	0	0	0	0	
recycling	0	5227	0	0	0	0	0	
uniform	3047	2688	0	0	0	0	0	
credible	3766	5228	0	0	0	0	0	
simmer	5552	5229	0	0	0	0	0	
tuna	12577	5230	0	0	0	0	0	
revision	11401	5231	0	0	0	0	0	
horizontal	9034	5232	0	0	0	0	0	
mattress	9893	5233	0	0	0	0	0	
daylight	3812	5234	0	0	0	0	0	
warrant	6036	5235	0	0	0	0	0	
exceptional	4122	5236	0	0	0	0	0	
saturated	11552	5237	0	0	0	0	0	
embed	8098	5238	0	0	0	0	0	
staffer	12034	5239	0	0	0	0	0	
wary	6040	5240	0	0	0	0	0	
bundle	3454	5241	0	0	0	0	0	
memorable	4815	5242	0	0	0	0	0	
linen	4719	5243	0	0	0	0	0	
ozone	5017	5244	0	0	0	0	0	
robbery	5412	5245	0	0	0	0	0	
footstep	8522	5246	0	0	0	0	0	
common	105	649	0	0	0	0	0	
prostitute	5231	5247	0	0	0	0	0	
drip	4006	5248	0	0	0	0	0	
battlefield	3340	5249	0	0	0	0	0	
nicely	4919	5250	0	0	0	0	0	
shocking	5530	5251	0	0	0	0	0	
recorder	5305	5252	0	0	0	0	0	
clove	7203	5253	0	0	0	0	0	
loosen	4747	5254	0	0	0	0	0	
intake	4582	5255	0	0	0	0	0	
predictor	0	5256	0	0	0	0	0	
elevate	4045	5257	0	0	0	0	0	
forced	8526	5258	0	0	0	0	0	
lottery	9729	5259	0	0	0	0	0	
chore	7120	5260	0	0	0	0	0	
fringe	4269	5261	0	0	0	0	0	
reduced	0	5262	0	0	0	0	0	
lengthy	4693	5263	0	0	0	0	0	
hedge	4425	5264	0	0	0	0	0	
academic	1620	1318	0	0	0	0	0	
tattoo	12327	5265	0	0	0	0	0	
shopper	0	5266	0	0	0	0	0	
ski	2855	2665	0	0	0	0	0	
telecommunications	5787	5267	0	0	0	0	0	
coral	7431	5268	0	0	0	0	0	
heating	4423	5269	0	0	0	0	0	
lease	2386	5270	0	0	0	0	0	
appliance	3237	5271	0	0	0	0	0	
census	3522	5272	0	0	0	0	0	
maid	4771	5273	0	0	0	0	0	
murmur	4889	5274	0	0	0	0	0	
circus	3571	5275	0	0	0	0	0	
rationale	11124	5276	0	0	0	0	0	
gauge	4294	5277	0	0	0	0	0	
detail	856	899	0	0	0	0	0	
corps	3736	5278	0	0	0	0	0	
injustice	4550	5279	0	0	0	0	0	
inhabit	4543	5280	0	0	0	0	0	
quota	5267	5281	0	0	0	0	0	
lieutenant	4706	5282	0	0	0	0	0	
excerpt	2117	5283	0	0	0	0	0	
stride	5689	5284	0	0	0	0	0	
soy	11944	5285	0	0	0	0	0	
Soviet	2880	1125	0	0	0	0	0	
dub	4012	5286	0	0	0	0	0	
motorcycle	10096	5287	0	0	0	0	0	
copyright	3733	5288	0	0	0	0	0	
miniature	4834	5289	0	0	0	0	0	
coordination	0	5290	0	0	0	0	0	
insurer	4580	5291	0	0	0	0	0	
unbelievable	5914	5292	0	0	0	0	0	
ripe	5404	5293	0	0	0	0	0	
amazed	0	5294	0	0	0	0	0	
slogan	5576	5295	0	0	0	0	0	
oversight	10432	5296	0	0	0	0	0	
reunion	11389	5297	0	0	0	0	0	
accord	5	5298	0	0	0	0	0	
jewel	4632	5299	0	0	0	0	0	
snatch	5584	5300	0	0	0	0	0	
waiting	0	5301	0	0	0	0	0	
coat	1874	2001	0	0	0	0	0	
perch	5080	5302	0	0	0	0	0	
outrageous	4999	5303	0	0	0	0	0	
viewpoint	6001	5304	0	0	0	0	0	
overly	10424	5305	0	0	0	0	0	
albeit	3196	5306	0	0	0	0	0	
feed	968	1190	0	0	0	0	0	
adequately	0	5307	0	0	0	0	0	
shrine	11775	5308	0	0	0	0	0	
individually	0	5309	0	0	0	0	0	
misery	4844	5310	0	0	0	0	0	
mold	0	5311	0	0	0	0	0	
dial	3889	5312	0	0	0	0	0	
avenue	3299	5313	0	0	0	0	0	
addict	3162	5314	0	0	0	0	0	
marginal	4790	5315	0	0	0	0	0	
ramp	11103	5316	0	0	0	0	0	
staff	494	716	0	0	0	0	0	
berry	3353	5317	0	0	0	0	0	
mug	4883	5318	0	0	0	0	0	
mustard	10143	5319	0	0	0	0	0	
cleaning	0	5320	0	0	0	0	0	
controller	3723	5321	0	0	0	0	0	
nickname	4921	5322	0	0	0	0	0	
villager	6004	5323	0	0	0	0	0	
whatsoever	6054	5324	0	0	0	0	0	
relaxed	5330	5325	0	0	0	0	0	
local	298	389	0	0	0	0	0	
hail	4389	5326	0	0	0	0	0	
garment	4290	5327	0	0	0	0	0	
watercolor	0	5328	0	0	0	0	0	
secretly	0	5329	0	0	0	0	0	
indoor	4528	5330	0	0	0	0	0	
fertility	0	5331	0	0	0	0	0	
notify	10240	5332	0	0	0	0	0	
caregiver	0	5333	0	0	0	0	0	
activate	6157	5334	0	0	0	0	0	
exert	4132	5335	0	0	0	0	0	
naive	4898	5336	0	0	0	0	0	
trustee	5896	5337	0	0	0	0	0	
kindergarten	9539	5338	0	0	0	0	0	
cereal	3526	5339	0	0	0	0	0	
Arctic	0	5340	0	0	0	0	0	
certification	0	5341	0	0	0	0	0	
quilt	11061	5342	0	0	0	0	0	
sensible	2824	5343	0	0	0	0	0	
turnover	5903	5344	0	0	0	0	0	
African	634	1085	0	0	0	0	0	
fracture	4248	5345	0	0	0	0	0	
pyramid	11036	5346	0	0	0	0	0	
tract	12485	5347	0	0	0	0	0	
moving	4881	5348	0	0	0	0	0	
bachelor	6539	5349	0	0	0	0	0	
Protestant	5233	5350	0	0	0	0	0	
humble	4482	5351	0	0	0	0	0	
operational	4973	5352	0	0	0	0	0	
convincing	3729	5353	0	0	0	0	0	
descendant	7734	5354	0	0	0	0	0	
proudly	0	5355	0	0	0	0	0	
scarf	11579	5356	0	0	0	0	0	
lump	4757	5357	0	0	0	0	0	
decoration	3820	5358	0	0	0	0	0	
mammal	9812	5359	0	0	0	0	0	
wide	591	849	0	0	0	0	0	
pumpkin	11009	5360	0	0	0	0	0	
configuration	7341	5361	0	0	0	0	0	
sampling	0	5362	0	0	0	0	0	
freeway	8573	5363	0	0	0	0	0	
clash	1862	5364	0	0	0	0	0	
newsletter	10205	5365	0	0	0	0	0	
ground	223	478	0	0	0	0	0	
imitate	9139	5366	0	0	0	0	0	
multiply	4886	5367	0	0	0	0	0	
upward	5960	5368	0	0	0	0	0	
yank	13124	5369	0	0	0	0	0	
cough	1959	5370	0	0	0	0	0	
notorious	4938	5371	0	0	0	0	0	
stereo	5669	5372	0	0	0	0	0	
velvet	5984	5373	0	0	0	0	0	
lethal	4696	5374	0	0	0	0	0	
entail	8173	5375	0	0	0	0	0	
roller	5415	5376	0	0	0	0	0	
olive	4965	5377	0	0	0	0	0	
compost	3654	5378	0	0	0	0	0	
toast	5841	5379	0	0	0	0	0	
endeavor	0	5380	0	0	0	0	0	
credential	0	5381	0	0	0	0	0	
broadly	3436	5382	0	0	0	0	0	
filmmaker	0	5383	0	0	0	0	0	
fix	2162	1663	0	0	0	0	0	
smoothly	0	5384	0	0	0	0	0	
swirl	12266	5385	0	0	0	0	0	
distraction	7904	5386	0	0	0	0	0	
ham	4392	5387	0	0	0	0	0	
roam	11445	5388	0	0	0	0	0	
basin	3330	5389	0	0	0	0	0	
fling	4206	5390	0	0	0	0	0	
livestock	9694	5391	0	0	0	0	0	
foam	8503	5392	0	0	0	0	0	
heroic	4438	5393	0	0	0	0	0	
asteroid	6465	5394	0	0	0	0	0	
heir	4428	5395	0	0	0	0	0	
tomb	12453	5396	0	0	0	0	0	
offset	4963	5397	0	0	0	0	0	
bald	3314	5398	0	0	0	0	0	
abandoned	1615	5399	0	0	0	0	0	
anticipation	6358	5400	0	0	0	0	0	
straightforward	5679	5401	0	0	0	0	0	
insure	4579	5402	0	0	0	0	0	
Viking	12908	5403	0	0	0	0	0	
interface	9380	5404	0	0	0	0	0	
bookstore	6778	5405	0	0	0	0	0	
pope	5143	5406	0	0	0	0	0	
crisp	3770	5407	0	0	0	0	0	
encouragement	4061	5408	0	0	0	0	0	
protester	5234	5409	0	0	0	0	0	
honesty	4459	5410	0	0	0	0	0	
sausage	5454	5411	0	0	0	0	0	
Sunni	0	5412	0	0	0	0	0	
glorious	4324	5413	0	0	0	0	0	
frustrating	0	5414	0	0	0	0	0	
overturn	5012	5415	0	0	0	0	0	
compact	3633	5416	0	0	0	0	0	
deprive	3860	5417	0	0	0	0	0	
fearful	4176	5418	0	0	0	0	0	
selective	5490	5419	0	0	0	0	0	
transcript	5864	5420	0	0	0	0	0	
meditation	4811	5421	0	0	0	0	0	
shiver	5529	5422	0	0	0	0	0	
don	0	5423	0	0	0	0	0	
flourish	4212	5424	0	0	0	0	0	
discharge	3924	5425	0	0	0	0	0	
mainland	4772	5426	0	0	0	0	0	
standpoint	12052	5427	0	0	0	0	0	
beautifully	0	5428	0	0	0	0	0	
tug	5898	5429	0	0	0	0	0	
empower	8121	5430	0	0	0	0	0	
lobster	9703	5431	0	0	0	0	0	
solidarity	5602	5432	0	0	0	0	0	
turning	12586	5433	0	0	0	0	0	
detection	7752	5434	0	0	0	0	0	
occurrence	10296	5435	0	0	0	0	0	
saddle	5432	5436	0	0	0	0	0	
artwork	6440	5437	0	0	0	0	0	
partisan	10524	5438	0	0	0	0	0	
prone	5221	5439	0	0	0	0	0	
lasting	4673	5440	0	0	0	0	0	
hose	9046	5441	0	0	0	0	0	
liberation	0	5442	0	0	0	0	0	
abundant	6127	5443	0	0	0	0	0	
confusing	3678	5444	0	0	0	0	0	
renewed	0	5445	0	0	0	0	0	
hammer	4393	5446	0	0	0	0	0	
aggressively	0	5447	0	0	0	0	0	
formidable	4234	5448	0	0	0	0	0	
tap	2969	2514	0	0	0	0	0	
burial	6901	5449	0	0	0	0	0	
unwilling	5953	5450	0	0	0	0	0	
packet	5020	5451	0	0	0	0	0	
exclusion	4128	5452	0	0	0	0	0	
mobilize	4851	5453	0	0	0	0	0	
vigorous	6002	5454	0	0	0	0	0	
lazy	4679	5455	0	0	0	0	0	
passport	5048	5456	0	0	0	0	0	
marital	9847	5457	0	0	0	0	0	
fond	4219	5458	0	0	0	0	0	
photographic	5098	5459	0	0	0	0	0	
questionable	11056	5460	0	0	0	0	0	
poise	0	5461	0	0	0	0	0	
homemade	0	5462	0	0	0	0	0	
drape	7975	5463	0	0	0	0	0	
surplus	2942	5464	0	0	0	0	0	
archaeologist	0	5465	0	0	0	0	0	
surroundings	5743	5466	0	0	0	0	0	
vicious	5996	5467	0	0	0	0	0	
wedge	6047	5468	0	0	0	0	0	
eagle	8037	5469	0	0	0	0	0	
Victorian	5998	5470	0	0	0	0	0	
disturbance	3963	5471	0	0	0	0	0	
sandy	5449	5472	0	0	0	0	0	
evangelical	8234	5473	0	0	0	0	0	
coffin	3606	5474	0	0	0	0	0	
tense	5794	5475	0	0	0	0	0	
server	11696	5476	0	0	0	0	0	
wait	570	367	0	0	0	0	0	
spokeswoman	5635	5477	0	0	0	0	0	
fashion	960	1717	0	0	0	0	0	
construct	3702	2201	0	0	0	0	0	
leisure	4690	5478	0	0	0	0	0	
emit	8115	5479	0	0	0	0	0	
pharmaceutical	5094	5480	0	0	0	0	0	
prototype	5235	5481	0	0	0	0	0	
unusually	5950	5482	0	0	0	0	0	
lender	4692	5483	0	0	0	0	0	
acquaintance	3158	5484	0	0	0	0	0	
vegetation	12874	5485	0	0	0	0	0	
comparative	3636	5486	0	0	0	0	0	
anthropologist	0	5487	0	0	0	0	0	
magnet	9782	5488	0	0	0	0	0	
seasonal	5482	5489	0	0	0	0	0	
contempt	3711	5490	0	0	0	0	0	
bastard	3333	5491	0	0	0	0	0	
module	10052	5492	0	0	0	0	0	
dominance	7935	5493	0	0	0	0	0	
desired	0	5494	0	0	0	0	0	
ample	3216	5495	0	0	0	0	0	
zoo	6096	5496	0	0	0	0	0	
wheel	3098	1785	0	0	0	0	0	
theorist	12389	5497	0	0	0	0	0	
disadvantage	3916	5498	0	0	0	0	0	
throw	1527	619	0	0	0	0	0	
efficacy	8068	5499	0	0	0	0	0	
stripe	5691	5500	0	0	0	0	0	
commission	778	2116	0	0	0	0	0	
foremost	8537	5501	0	0	0	0	0	
potent	5157	5502	0	0	0	0	0	
exclaim	8257	5503	0	0	0	0	0	
tee	12341	5504	0	0	0	0	0	
crossing	3773	5505	0	0	0	0	0	
dentist	3850	5506	0	0	0	0	0	
den	7698	5507	0	0	0	0	0	
adverse	3174	5508	0	0	0	0	0	
reported	0	5509	0	0	0	0	0	
scholarly	11592	5510	0	0	0	0	0	
conditioning	0	5511	0	0	0	0	0	
improving	0	5512	0	0	0	0	0	
sorrow	11937	5513	0	0	0	0	0	
whisk	6059	5514	0	0	0	0	0	
pastry	5050	5515	0	0	0	0	0	
opposite	2541	1980	0	0	0	0	0	
provincial	5237	5516	0	0	0	0	0	
exaggerate	4117	5517	0	0	0	0	0	
reactor	5290	5518	0	0	0	0	0	
oyster	10448	5519	0	0	0	0	0	
decisive	3819	5520	0	0	0	0	0	
arch	3243	5521	0	0	0	0	0	
satisfying	5453	5522	0	0	0	0	0	
visually	0	5523	0	0	0	0	0	
seventeen	464	5524	0	0	0	0	0	
wage	3087	2294	0	0	0	0	0	
volcano	6022	5525	0	0	0	0	0	
desert	2019	1959	0	0	0	0	0	
greeting	8788	5526	0	0	0	0	0	
jealous	4628	5527	0	0	0	0	0	
chuckle	7131	5528	0	0	0	0	0	
molecular	10058	5529	0	0	0	0	0	
pasture	10533	5530	0	0	0	0	0	
swamp	5749	5531	0	0	0	0	0	
rebellion	5295	5532	0	0	0	0	0	
team	516	283	0	0	0	0	0	
standardized	0	5533	0	0	0	0	0	
dash	3810	5534	0	0	0	0	0	
constituency	3698	5535	0	0	0	0	0	
communist	781	5536	0	0	0	0	0	
steering	12079	5537	0	0	0	0	0	
awesome	6530	5538	0	0	0	0	0	
lesbian	2393	5539	0	0	0	0	0	
evidently	4113	5540	0	0	0	0	0	
bait	3311	5541	0	0	0	0	0	
sore	5607	5542	0	0	0	0	0	
map	2429	1387	0	0	0	0	0	
deliberate	2007	5543	0	0	0	0	0	
embargo	4048	5544	0	0	0	0	0	
novelist	4939	5545	0	0	0	0	0	
reef	11215	5546	0	0	0	0	0	
fictional	8401	5547	0	0	0	0	0	
usage	12829	5548	0	0	0	0	0	
registered	11243	5549	0	0	0	0	0	
erect	4094	5550	0	0	0	0	0	
oath	10267	5551	0	0	0	0	0	
efficiently	0	5552	0	0	0	0	0	
deficiency	3838	5553	0	0	0	0	0	
nephew	10191	5554	0	0	0	0	0	
glare	4317	5555	0	0	0	0	0	
implant	9172	5556	0	0	0	0	0	
dietary	7791	5557	0	0	0	0	0	
blur	3388	5558	0	0	0	0	0	
fertilizer	4186	5559	0	0	0	0	0	
fairy	4157	5560	0	0	0	0	0	
vintage	6008	5561	0	0	0	0	0	
freezing	8575	5562	0	0	0	0	0	
altitude	6286	5563	0	0	0	0	0	
subscale	0	5564	0	0	0	0	0	
protected	0	5565	0	0	0	0	0	
squint	12029	5566	0	0	0	0	0	
urgency	0	5567	0	0	0	0	0	
download	0	5568	0	0	0	0	0	
recruitment	11193	5569	0	0	0	0	0	
handy	4399	5570	0	0	0	0	0	
oddly	10299	5571	0	0	0	0	0	
flashlight	8453	5572	0	0	0	0	0	
differentiate	3898	5573	0	0	0	0	0	
racist	5270	5574	0	0	0	0	0	
varied	5979	5575	0	0	0	0	0	
collaborate	7241	5576	0	0	0	0	0	
succession	5713	5577	0	0	0	0	0	
tricky	5884	5578	0	0	0	0	0	
waitress	12957	5579	0	0	0	0	0	
remnant	11286	5580	0	0	0	0	0	
cement	3520	5581	0	0	0	0	0	
elk	0	5582	0	0	0	0	0	
morally	0	5583	0	0	0	0	0	
recite	11174	5584	0	0	0	0	0	
unemployed	5934	5585	0	0	0	0	0	
communal	3630	5586	0	0	0	0	0	
Brazilian	1787	5587	0	0	0	0	0	
guiding	0	5588	0	0	0	0	0	
cuisine	7557	5589	0	0	0	0	0	
interference	4591	5590	0	0	0	0	0	
situate	0	5591	0	0	0	0	0	
thinker	12397	5592	0	0	0	0	0	
expanding	0	5593	0	0	0	0	0	
maturity	4801	5594	0	0	0	0	0	
bacon	3308	5595	0	0	0	0	0	
spoil	5634	5596	0	0	0	0	0	
wrestle	13109	5597	0	0	0	0	0	
devastate	7766	5598	0	0	0	0	0	
underestimate	5923	5599	0	0	0	0	0	
navigate	10173	5600	0	0	0	0	0	
robust	5413	5601	0	0	0	0	0	
clause	3579	5602	0	0	0	0	0	
committed	0	5603	0	0	0	0	0	
collaborative	7242	5604	0	0	0	0	0	
bulletin	3451	5605	0	0	0	0	0	
darling	3808	5606	0	0	0	0	0	
ecology	8055	5607	0	0	0	0	0	
deployment	3856	5608	0	0	0	0	0	
phone	1239	509	0	0	0	0	0	
terrace	5799	5609	0	0	0	0	0	
northwestern	0	5610	0	0	0	0	0	
resent	5361	5611	0	0	0	0	0	
blossom	3386	5612	0	0	0	0	0	
temper	5790	5613	0	0	0	0	0	
continuity	7402	5614	0	0	0	0	0	
genuinely	0	5615	0	0	0	0	0	
accessory	3141	5616	0	0	0	0	0	
petty	5093	5617	0	0	0	0	0	
obsessed	10284	5618	0	0	0	0	0	
smiling	0	5619	0	0	0	0	0	
wrap	3116	1861	0	0	0	0	0	
indirect	4527	5620	0	0	0	0	0	
spacecraft	11947	5621	0	0	0	0	0	
ya	0	5622	0	0	0	0	0	
up	0	46	0	0	0	0	0	
bureaucratic	3459	5623	0	0	0	0	0	
generic	8675	5624	0	0	0	0	0	
water	575	206	0	0	0	0	0	
globalization	0	5625	0	0	0	0	0	
marathon	4787	5626	0	0	0	0	0	
massacre	4795	5627	0	0	0	0	0	
spur	2897	5628	0	0	0	0	0	
prestigious	5190	5629	0	0	0	0	0	
discomfort	3929	5630	0	0	0	0	0	
scale	1375	1103	0	0	0	0	0	
backpack	0	5631	0	0	0	0	0	
trench	12532	5632	0	0	0	0	0	
deviation	7771	5633	0	0	0	0	0	
spirituality	0	5634	0	0	0	0	0	
icy	9110	5635	0	0	0	0	0	
down	0	110	0	0	0	0	0	
applied	0	5636	0	0	0	0	0	
diesel	3896	5637	0	0	0	0	0	
whistle	6061	5638	0	0	0	0	0	
astronomy	6478	5639	0	0	0	0	0	
governance	8749	5640	0	0	0	0	0	
devotion	7777	5641	0	0	0	0	0	
cinnamon	7142	5642	0	0	0	0	0	
appropriately	0	5643	0	0	0	0	0	
skeleton	5561	5644	0	0	0	0	0	
briefing	3428	5645	0	0	0	0	0	
sew	11702	5646	0	0	0	0	0	
spawn	11962	5647	0	0	0	0	0	
roster	11465	5648	0	0	0	0	0	
unpleasant	5944	5649	0	0	0	0	0	
inflict	4539	5650	0	0	0	0	0	
insane	9335	5651	0	0	0	0	0	
indict	9242	5652	0	0	0	0	0	
entertaining	0	5653	0	0	0	0	0	
profoundly	0	5654	0	0	0	0	0	
marked	2433	5655	0	0	0	0	0	
muddy	10122	5656	0	0	0	0	0	
singing	5556	5657	0	0	0	0	0	
turtle	12591	5658	0	0	0	0	0	
occupational	10294	5659	0	0	0	0	0	
nurse	2522	1683	0	0	0	0	0	
trio	5887	5660	0	0	0	0	0	
ferry	4184	5661	0	0	0	0	0	
leverage	4697	5662	0	0	0	0	0	
comeback	3621	5663	0	0	0	0	0	
consulting	0	5664	0	0	0	0	0	
thereafter	5815	5665	0	0	0	0	0	
conflicting	0	5666	0	0	0	0	0	
sticky	5673	5667	0	0	0	0	0	
painted	0	5668	0	0	0	0	0	
turmoil	5902	5669	0	0	0	0	0	
astonishing	3276	5670	0	0	0	0	0	
