name	pronounciation	pronounciationAm	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl	viewTime	viewInterval	easiness	TotalViewed	StartTime
critic	['krɪtɪk]		1224	 critical	A critic is someone who finds fault with something and expresses an unfavorable opinion. You might be a critic of your school’s new plan to start the school day at 6:30 a.m.					0	-2147483648	-2147483648	-2147483648	0
warm	[wɔːm]		1225	 swarm war arm farm warn harm worm ward wary						0	-2147483648	-2147483648	-2147483648	0
aspect	['æspekt]		1226	 respect suspect inspect	Aspect means a part or feature of something. If you are going to vote for a candidate, you should first learn about the various aspects of his political agenda.					0	-2147483648	-2147483648	-2147483648	0
insist	[ɪn'sɪst]		1227	 consist insight	To insist on something is to demand or swear to it. You can insist that you didn't eat the last piece of cake, and then insist that your brother show your mom the bits of frosting on his fingers.					0	-2147483648	-2147483648	-2147483648	0
failure	['feɪljə(r)]		1228		If you experience failure, things have not gone the way you'd hoped. I'm sorry to hear that your attempt to turn hay into gold has been a failure.					0	-2147483648	-2147483648	-2147483648	0
annual	['ænjuəl]		1229	 annually	When something is annual, it happens once a year. An annual holiday party should be a time for fun, but it also can be a sad yearly reminder of the passage of time.					0	-2147483648	-2147483648	-2147483648	0
French	[frentʃ]		1230	 trench wrench						0	-2147483648	-2147483648	-2147483648	0
Christmas	['krɪsməs]		1231		Christmas is a holiday that's celebrated on December 25th. For religious Christians, Christmas is a celebration of Christ's birth.					0	-2147483648	-2147483648	-2147483648	0
comment	['kɒment]		1232	 commend commence commit content consent cement commitment commentary complement compliment commentate	To comment is to state your opinion or make a remark on something. Of course, it's good to know when to hold your tongue. Comment on the latest movie? No problem. Comment on the annoying airport security measures while having your baggage checked? Better not.					0	-2147483648	-2147483648	-2147483648	0
responsible	[rɪ'spɒnsəbl]		1233	 irresponsible responsive response	If you're the responsible one, everyone is depending on you to take care of it. And, if things go poorly, it's all your fault.					0	-2147483648	-2147483648	-2147483648	0
affair	[ə'feə(r)]		1234		"If your grandfather was so startled by people shouting ""Surprise!"" at his birthday party that he had a mild heart attack, you'd probably want to just forget the whole affair. An affair is a specific event."					0	-2147483648	-2147483648	-2147483648	0
procedure	[prə'siːdʒə(r)]		1235	 reproduce procedural	A procedure is a tried and true process or method used to accomplish a particular task. Using sharp metal picks, dentists scrape the plaque from their patients’ teeth. While effective, it’s a procedure most people despise.					0	-2147483648	-2147483648	-2147483648	0
regular	['reɡjələ(r)]		1236	 regularly regulator irregular regulate angular	The adjective regular is useful for describing something that happens in a specific way again and again, like your regular tasks at work.					0	-2147483648	-2147483648	-2147483648	0
spread	[spred]		1237		When something is spread, it's stretched or extended as far as it can go. It's a beautiful sight to see a bald eagle spread its wings and fly.					0	-2147483648	-2147483648	-2147483648	0
chairman	['tʃeəmən]		1238		A chairman is the leader of a business meeting or group. The chairman often opens a meeting by addressing the group and explaining what the agenda will be.					0	-2147483648	-2147483648	-2147483648	0
baseball	['beɪsbɔːl]		1239	 basketball	Baseball is a game in which a player hits a ball with a bat and runs around the field, stepping on three bases before returning to where he started. Most baseball games last seven innings.					0	-2147483648	-2147483648	-2147483648	0
soft	[sɒft]		1240	 sort sofa loft sift						0	-2147483648	-2147483648	-2147483648	0
ignore	[ɪɡ'nɔː(r)]		1241	 region	To ignore something is to disregard it. If you ignore the rules of grammar, you're likely to be misunderstood.					0	-2147483648	-2147483648	-2147483648	0
egg	[eɡ]		1242		An egg is the shell-covered, roundish object that's laid by birds and reptiles, which usually has an embryo inside. When an egg hatches, a baby chick, snake, or lizard comes out.					0	-2147483648	-2147483648	-2147483648	0
belief	[bɪ'liːf]		1243	 relief believe	A belief is an idea one accepts as being true or real. As a child, you probably had a strong belief that Santa Claus, the Tooth Fairy, and the Easter Bunny really did exist.					0	-2147483648	-2147483648	-2147483648	0
demonstrate	['demənstreɪt]		1244	 demonstrator demonstration	When you demonstrate something, you show what it is or how it works. To demonstrate how your new juicer works, you should have lots of kale, carrots, and beets on hand — and some brave friends to try your concoction.					0	-2147483648	-2147483648	-2147483648	0
anybody	['enibɒdi]		1245	 antibody						0	-2147483648	-2147483648	-2147483648	0
murder	['mɜːdə(r)]		1246	 murderer	To murder is to kill, and it's illegal. Murder is one of the worst crimes of all.					0	-2147483648	-2147483648	-2147483648	0
gift	[ɡɪft]		1247	 lift sift rift	A gift is an item that's given without any expectation of payment — it's a present. A gift may be the present you receive on your birthday or it may be a natural gift or talent you possess — like your gift for reading lips.					0	-2147483648	-2147483648	-2147483648	0
religion	[rɪ'lɪdʒən]		1248	 religious region relation	Religion has two related meanings: it’s the belief that one or more divine beings are responsible for the fate of all human life, and it’s also an organization where people of a specific religion can express their beliefs.					0	-2147483648	-2147483648	-2147483648	0
review	[rɪ'vjuː]		1249	 preview viewer reviewer	"To review means to look back over something for evaluation or memory. ""The year in review"" is a popular form of news feature near the end of December."					0	-2147483648	-2147483648	-2147483648	0
editor	['edɪtə(r)]		1250	 creditor auditor	Newspaper editors don't write the stories, but they come up with the story ideas, assign them to writers, read all of the drafts, and correct and change them to make them ready to be published.					0	-2147483648	-2147483648	-2147483648	0
engage	[ɪn'ɡeɪdʒ]		1251	 engaged	Engage means to bind, catch, or involve. If your sink is stopped up, engage, or hire, a plumber to fix it. Otherwise the smell of rotten food in the garbage disposal will engage your attention (in a bad way).					0	-2147483648	-2147483648	-2147483648	0
coffee	['kɒfi]		1252		The hot, brown beverage that many people start their days with is called coffee. To make coffee, you can grind coffee beans and pour very hot water over the grounds.					0	-2147483648	-2147483648	-2147483648	0
document	['dɒkjumənt]		1253	 documentary	A document is a piece of paper that contains official information. Don't you wish you had a document saying that the bank owed you $5 million?					0	-2147483648	-2147483648	-2147483648	0
speed	[spiːd]		1254	 speedy spend seed	Speed most often describes acceleration or a high rate of motion. When something picks up too much speed, it can run off course, like a kid on a bike zooming uncontrollably down a steep hill.					0	-2147483648	-2147483648	-2147483648	0
cross	[krɒs]		1255	 across gross	When you cross something, you travel over it — like when you cross the street, after looking both ways and using the crosswalk, of course.					0	-2147483648	-2147483648	-2147483648	0
influence	['ɪnfluəns]		1256	 inference	Influence is the power to have an important effect on someone or something. If someone influences someone else, they are changing a person or thing in an indirect but important way.					0	-2147483648	-2147483648	-2147483648	0
anyway	['eniweɪ]		1257		"Use the adverb anyway to mean ""at any rate"" or ""however."" If you don't make the chess team at school, you might say, ""I don't really have time for chess anyway."""					0	-2147483648	-2147483648	-2147483648	0
threaten	['θretn]		1258	 threat	Something that threatens makes its danger known. Storm clouds threaten rain, and bullies threaten other kids.					0	-2147483648	-2147483648	-2147483648	0
commit	[kə'mɪt]		1259	 comment	To commit is to fully dedicate yourself to something. To commit yourself to being the coolest kid on the beach means spending hours at the mall trying on trunks and flip-flops.					0	-2147483648	-2147483648	-2147483648	0
female	['fiːmeɪl]		1260		The female animals are the ones who can have babies. They’re not males. Girls and women are female humans, but there are male and female animals of all kinds. Just ask Noah.					0	-2147483648	-2147483648	-2147483648	0
youth	[juːθ]		1261	 south mouth	If you're not a little kid anymore, but you're not really an adult yet, you can describe this period of your life as your youth.					0	-2147483648	-2147483648	-2147483648	0
wave	[weɪv]		1262	 waive weave waver have save wake wage cave pave wade wane	"The word wave has many different meanings, but they all have to do with an undulating motion or shape. A wave that washes up on a beach has the same kind of back-and-forth movement as a crowd of baseball fans doing ""the wave"" in the stands."					0	-2147483648	-2147483648	-2147483648	0
afraid	[ə'freɪd]		1263		To be afraid is to be scared. People are afraid of snakes, bugs, heights, bears, death, and public speaking, among other things.					0	-2147483648	-2147483648	-2147483648	0
quarter	['kwɔːtə(r)]		1264	 starter charter	A quarter is one-fourth of something. If you cut a pizza into four pieces and share it with three friends, each of you will eat a quarter of the pizza.					0	-2147483648	-2147483648	-2147483648	0
background	['bækɡraʊnd]		1265		Background what’s behind something — whether it’s physical, like a play’s scenery, or intangible like a person's life story or the past facts of a current situation. If you are shy, you might try to stay in the background at parties and avoid attention.					0	-2147483648	-2147483648	-2147483648	0
native	['neɪtɪv]		1266	 naive negative	The word native has to do with where you're from. You're native to the country where you were born, and places have native plants and animals too.					0	-2147483648	-2147483648	-2147483648	0
broad	[brɔːd]		1267	 board abroad road bread broadly broaden	The adjective broad boasts an extensive — you might even say broad — array of subtly different meanings including wide, spacious, far-reaching, vague, and unsubtle.					0	-2147483648	-2147483648	-2147483648	0
wonderful	['wʌndəfl]		1268	 wonderfully	Wonderful is better than good — it's even better than great, like your wonderful luck — finding buried treasure on your very first diving expedition.					0	-2147483648	-2147483648	-2147483648	0
deny	[dɪ'naɪ]		1269	 defy den dent	To deny means refuse to accept, recognize, or believe. You can deny your sweet tooth all you want, but the stash of candy in your desk tells a different story.					0	-2147483648	-2147483648	-2147483648	0
apparently	[ə'pærəntli]		1270	 apparent	"Apparently is an adverb meaning ""evidently"" or ""obviously."" After his sixth hot dog, you might say to your friend, ""Well! Apparently somebody was hungry!"""					0	-2147483648	-2147483648	-2147483648	0
slightly	['slaɪtli]		1271	 lightly slight tightly brightly rightly nightly						0	-2147483648	-2147483648	-2147483648	0
reaction	[ri'ækʃn]		1272	 creation reduction rejection action relation fraction faction traction reflection	A reaction is an action taken in response to something. If you're telling your parents that you want to move out, you'll see by their reaction that they're sad about it.					0	-2147483648	-2147483648	-2147483648	0
twice	[twaɪs]		1273							0	-2147483648	-2147483648	-2147483648	0
suit	[suːt]		1274	 suite sit quit shit spit	Among many other meanings, a suit is a jacket and pants that match — formalwear for men. Suits are well-suited (appropriate) for some jobs and formal events, like a funeral.					0	-2147483648	-2147483648	-2147483648	0
perspective	[pə'spektɪv]		1275	 prospective respective	Your perspective is the way you see something. If you think that toys corrupt children's minds, then from your perspective a toy shop is an evil place.					0	-2147483648	-2147483648	-2147483648	0
growing	['ɡrəʊɪŋ]		1276	 glowing grouping grooming showing flowing						0	-2147483648	-2147483648	-2147483648	0
blow	[bləʊ]		1277	 bowl below low slow flow bow glow brow plow bloc	To blow is to create a burst or puff of air. When chilly breezes start to blow, it's time to close your windows.					0	-2147483648	-2147483648	-2147483648	0
construction	[kən'strʌkʃn]		1278	 reconstruction instruction constructive construct destruction constitution constipation obstruction	The creation or building of something is construction. Depending on your budget, if you are building a new house, you will get the construction of a castle, a house, a cottage, or a shack.					0	-2147483648	-2147483648	-2147483648	0
intelligence	[ɪn'telɪdʒəns]		1279	 intelligent	Intelligence is your ability to comprehend something, like calculus or why plants grow towards the sun.					0	-2147483648	-2147483648	-2147483648	0
destroy	[dɪ'strɔɪ]		1280	 destiny	When your little brother breaks your carefully constructed Lego village into its tiny parts, he destroys it. To destroy is to completely demolish.					0	-2147483648	-2147483648	-2147483648	0
cook	[kʊk]		1281	 crook look book cool hook cock						0	-2147483648	-2147483648	-2147483648	0
connection	[kə'nekʃn]		1282	 collection conviction correction conjunction contraction condition connect convention conception contention congestion connected	The word connection is good for talking about the way things relate to each other. Your special connection to your cousin might have something to do with your mutual love for science fiction and barbecue.					0	-2147483648	-2147483648	-2147483648	0
burn	[bɜːn]		1283	 turn born bury barn bun	When things burn, they're on fire. People who live in the country sometimes burn leaves and brush, setting big piles alight until they're reduced to ash.					0	-2147483648	-2147483648	-2147483648	0
shoe	[ʃuː]		1284	 hose shore shove she show shot shop						0	-2147483648	-2147483648	-2147483648	0
grade	[ɡreɪd]		1285	 grader trade grave grace grape graze grate grad upgrade grenade degrade	"Grade means ""to evaluate or rank,"" like teachers who grade their students or a food inspector who grades a crop, determining whether it is ""food-grade."""					0	-2147483648	-2147483648	-2147483648	0
context	['kɒntekst]		1286	 content contest contempt contact contend	Context means the setting of a word or event. If your friend is furious at you for calling her your worst enemy, remind her that the context of those remarks was Opposite Day.					0	-2147483648	-2147483648	-2147483648	0
committee	[kə'mɪti]		1287	 committed subcommittee	A committee is a group of people who come together to work on a project. Members of a committee commit their efforts to accomplishing a particular task, which can be anything from throwing a party to ending a war.					0	-2147483648	-2147483648	-2147483648	0
hey	[heɪ]		1288	 hay they						0	-2147483648	-2147483648	-2147483648	0
mistake	[mɪ'steɪk]		1289	 stake	A mistake is an error, a goof, a slip-up. When you make a mistake, you've done something incorrectly.					0	-2147483648	-2147483648	-2147483648	0
location	[ləʊ'keɪʃn]		1290	 vocation allocation relocation vacation lotion	A location is a fixed place or position in space. If you are lost, you don't know your location. You can try to figure out your location by consulting a map or asking a friendly local who has a better sense of direction than you do.					0	-2147483648	-2147483648	-2147483648	0
clothes	[kləʊðz]		1291	 clothed cloth	"Clothes rhymes with ""nose,"" and your nose is one of the few body parts you don't often cover with clothes. Pants, shirts, and coats are types of clothes."					0	-2147483648	-2147483648	-2147483648	0
Indian	['ɪndiən]		1292							0	-2147483648	-2147483648	-2147483648	0
quiet	['kwaɪət]		1293	 quite quit quilt quietly	To be quiet means you don't make any noise. When you’re trying not to wake a sleeping lion, you will be quiet when you run by it.					0	-2147483648	-2147483648	-2147483648	0
dress	[dres]		1294	 press address dressed dresser	When you dress, you put your clothes on. A dress is also a kind of one-piece shirt and skirt combo that can be fancy or plain. You can also dress a salad with salad dressing!					0	-2147483648	-2147483648	-2147483648	0
promise	['prɒmɪs]		1295	 promised premise promote propose praise precise prose compromise	A promise is an agreement to do or not do something. Also, when you have potential, you show promise.					0	-2147483648	-2147483648	-2147483648	0
aware	[ə'weə(r)]		1296	 award awake unaware	To be aware means to know about. I am aware of the dangers of smoking, yet I continue the habit. You can be environmentally aware or socially aware.					0	-2147483648	-2147483648	-2147483648	0
neighbor	['neɪbə]		1297	 neighbour neighboring	A neighbor is a nearby person or thing. Be kind to your neighbor, for you never know when you will need to borrow sugar, a shovel, or the spare key to your house.					0	-2147483648	-2147483648	-2147483648	0
function	['fʌŋkʃn]		1298	 functional fiction sanction fraction faction friction functioning dysfunction injunction	"In the old ""Schoolhouse Rock"" song, ""Conjunction junction, what's your function?,"" the word function means, ""What does a conjunction do?"" The famous design dictum ""form follows function"" tells us that an object's design should reflect what it does."					0	-2147483648	-2147483648	-2147483648	0
bone	[bəʊn]		1299	 one none gone zone bond tone done bore lone cone hone bony	A bone is a single section of a skeleton, made of very hard tissue. Adult human bodies have 206 bones.					0	-2147483648	-2147483648	-2147483648	0
active	['æktɪv]		1300	 actively activate	Something that is active is characterized by movement and action. That action might be a random or temporary movement, such as someone who is active and exercises only now and then, or something continuous, like an active strain of a virus.					0	-2147483648	-2147483648	-2147483648	0
extend	[ɪk'stend]		1301	 extent extended	The verb extend can have several related meanings, including thrust out, continue, broaden, expand, unfold, span, or increase in scope.					0	-2147483648	-2147483648	-2147483648	0
chief	[tʃiːf]		1302	 chef thief	"A chief is a leader, often of a tribe or clan. Native American tribes are headed by chiefs, and sometimes we call the president our ""commander in chief."""					0	-2147483648	-2147483648	-2147483648	0
combine	[kəm'baɪn]		1303	 combined cocaine confine	When you put things together, you combine them, creating one out of several. In some cases, the different items blend their properties and cannot be divided again, while in other cases the combined items can be picked out separately.					0	-2147483648	-2147483648	-2147483648	0
wine	[waɪn]		1304	 whine wince line win wife fine wide wind nine wing mine wire wipe pine wise vine dine wink wane						0	-2147483648	-2147483648	-2147483648	0
below	[bɪ'ləʊ]		1305	 elbow bowel blow	Something that's below is underneath. If your kite is flying below your brother's, it means his kite is above, or higher than, yours.					0	-2147483648	-2147483648	-2147483648	0
cool	[kuːl]		1306	 tool cook pool coal fool wool coil	When the weather is cool, it's not quite cold but not warm either. When people are cool, they're mellow and in control.					0	-2147483648	-2147483648	-2147483648	0
voter	['vəʊtə(r)]		1307	 overt vote						0	-2147483648	-2147483648	-2147483648	0
learning	['lɜːnɪŋ]		1308	 warning leading	The noun learning can describe that thing that happens when you study for your calculus class and you suddenly understand functions. Learning refers to gaining skills or knowledge, often by studying or being taught by someone.					0	-2147483648	-2147483648	-2147483648	0
bus	[bʌs]		1309	 busy bush bust	A bus is a long vehicle with many seats. An elementary school student might save a seat on the school bus each morning for her best friend.					0	-2147483648	-2147483648	-2147483648	0
hell	[hel]		1310	 hello shell well tell help sell cell hall hill yell bell heel heal hull helm	Hell is a terrible state or place of pain, suffering, and misery. If you're religious, you might believe in hell as a place where bad people go after they die.					0	-2147483648	-2147483648	-2147483648	0
dangerous	['deɪndʒərəs]		1311	 dangerously	Use the word dangerous to describe anything that can potentially cause serious harm, like a snarling pit bull or an icy, treacherous road.					0	-2147483648	-2147483648	-2147483648	0
remind	[rɪ'maɪnd]		1312	 reminder	"To remind is to cause someone to remember, as when George Orwell writes, ""The aim of a joke is not to degrade the human being, but to remind him that he is already degraded."""					0	-2147483648	-2147483648	-2147483648	0
moral	['mɒrəl]		1313	 morale mortal oral coral mural morally immoral	The moral of a story is the lesson that story teaches about how to behave in the world.					0	-2147483648	-2147483648	-2147483648	0
category	['kætəɡəri]		1315	 categorize	"A category is a group of things that share some commonality. Think of the game show ""Jeopardy!,"" and how each column is a different category of questions — like ""Literary Characters"" or ""Potent Potables."""					0	-2147483648	-2147483648	-2147483648	0
relatively	['relətɪvli]		1316	 relative negatively	Use relatively when you want to make a statement about something compared to something else. After a zero degree day, 30 degrees might feel relatively warm.					0	-2147483648	-2147483648	-2147483648	0
victory	['vɪktəri]		1317	 factory	A victory is a win. In sports or war, one side usually achieves victory.					0	-2147483648	-2147483648	-2147483648	0
academic	[ˌækə'demɪk]		1318	 academy	"An academic is a career college teacher, a professor. Academics live by the rule ""publish or perish."""					0	-2147483648	-2147483648	-2147483648	0
Internet	['ɪntənet]		1319	 interpret interest internal interact intern	The internet is a huge computer network made up of smaller computer networks. You're on the internet right now!					0	-2147483648	-2147483648	-2147483648	0
healthy	['helθi]		1320	 health wealthy unhealthy	"Healthy means having good health. It's the opposite of sick, but also can mean ""doing well"" in a general sense. You can have a healthy attitude, or be served a healthy portion of food."					0	-2147483648	-2147483648	-2147483648	0
negative	['neɡətɪv]		1321	 negatively native	Negative means focused on what is bad or lacking. A negative ad tells you bad things about the competition. A negative person loves to complain.					0	-2147483648	-2147483648	-2147483648	0
following	['fɒləʊɪŋ]		1322	 flowing	A following is a group of fans. The Beatles had a huge following. Following also means “coming after.” Rabid fans were always following the Fab Four around.					0	-2147483648	-2147483648	-2147483648	0
historical	[hɪ'stɒrɪkl]		1323	 historically historic historian rhetorical	Use the adjective historical to describe something that happened in the past, like the historical details of your ancestors' immigration to the United States.					0	-2147483648	-2147483648	-2147483648	0
medicine	['medsn]		1324		Medicine is the field (and body of knowledge) that teaches doctors how to help people. Doctors also give medicine to patients.					0	-2147483648	-2147483648	-2147483648	0
tour	[tʊə(r)]		1325	 your our four hour pour sour tout	Use the noun tour to describe a route taken while sight-seeing or the act of experiencing a place, like a tour of Italy in which travelers tour museums and churches.					0	-2147483648	-2147483648	-2147483648	0
depend	[dɪ'pend]		1326	 defend descend	To depend is to have confidence in something or someone. You can depend on your most loyal friend to show up for your modern dance performance in the park (although you probably can't depend on her liking it).					0	-2147483648	-2147483648	-2147483648	0
photo	['fəʊtəʊ]		1327	 photon						0	-2147483648	-2147483648	-2147483648	0
finding	['faɪndɪŋ]		1328	 funding binding winding founding fishing landing ending firing pending filing filling lending bonding fitting folding	A finding is a discovery, especially by scholars or scientists. Finding is the act of researching or analyzing something. If the dog digs up the hamster grave in the backyard, better not to share his finding with the neighbors.					0	-2147483648	-2147483648	-2147483648	0
grab	[ɡræb]		1329	 brag gray Arab gram crab gran grad	When you grab something, you clutch at it. When a party-goer breaks open a piñata, the other guests usually grab wildly at the candy that cascades out of it.					0	-2147483648	-2147483648	-2147483648	0
direct	[də'rekt]		1330	 credit director directly indirect	If you direct somebody, you tell them where to go or what to do. You can also direct a play or direct someone to a gas station, by telling them what roads to take.					0	-2147483648	-2147483648	-2147483648	0
classroom	['klɑːsruːm]		1331							0	-2147483648	-2147483648	-2147483648	0
contact	['kɒntækt]		1332	 contract contain conduct context connect content contest convict intact compact	Contact is the act of touching or communicating with someone or something else. The question increasingly isn't whether there is other life in the universe, but how on earth we will ever make contact with it.					0	-2147483648	-2147483648	-2147483648	0
justice	['dʒʌstɪs]		1333	 injustice juice justify	fairness in the way people are treated					0	-2147483648	-2147483648	-2147483648	0
participate	[pɑː'tɪsɪpeɪt]		1334	 participant participation participating anticipate	If you take part in an activity or organization, you participate in it. For example, you participate in a conversation by listening to and talking with others, or you participate in a sport by joining a team and taking part in practices and games.					0	-2147483648	-2147483648	-2147483648	0
daily	['deɪli]		1335	 dairy	Something that's described as daily happens every day. We hope your daily habits include brushing your teeth and learning new vocabulary words on Vocabulary.com.					0	-2147483648	-2147483648	-2147483648	0
fair	[feə(r)]		1336	 fare fairy far air hair fail pair fir	When used as a noun, fair refers to a traveling show with games, rides, and farmers showing off their prized pigs, similar to a carnival. As an adjective, it gets a bit trickier.					0	-2147483648	-2147483648	-2147483648	0
pair	[peə(r)]		1337	 pear air hair pain fair par paid	A pair is something that comes in a set of two — like a pair of shoes or a pair of tennis players who make great doubles partners.					0	-2147483648	-2147483648	-2147483648	0
famous	['feɪməs]		1338	 infamous famously	Something famous is really well-known, usually because it's special or particularly good. Celebrities, historic paintings, and the best burger in town could all be described as famous.					0	-2147483648	-2147483648	-2147483648	0
exercise	['eksəsaɪz]		1339		Exercise is physical activity, like an exercise class, or the act of practicing anything — like people who exercise caution while crossing the street.					0	-2147483648	-2147483648	-2147483648	0
knee	[niː]		1340	 keen kneel	Your knee is the joint in your leg that joins your thigh with your shin, making it possible for you to bend your leg. Without knees, you'd walk like a Barbie doll on very stiff legs.					0	-2147483648	-2147483648	-2147483648	0
flower	['flaʊə(r)]		1341	 flour lower slower follower	If someone tells you they think you'll flower when you go to college, they don't mean they think you'll grow blossoms on your head, but that you'll really come into your own and find your potential.					0	-2147483648	-2147483648	-2147483648	0
tape	[teɪp]		1342	 take type tale tap rape ape cape						0	-2147483648	-2147483648	-2147483648	0
hire	['haɪə(r)]		1343	 heir hired here fire hide wire tire hike dire	When you hire someone, you invite them to work for you or the company you represent. If you manage your local ice cream shop, it might be part of your job to hire extra ice cream scoopers for the busy summer season.					0	-2147483648	-2147483648	-2147483648	0
familiar	[fə'mɪliə(r)]		1344	 unfamiliar familiarity	When something is so commonplace you know it well, it's familiar. A familiar song might be one that you hum along to without even thinking about it.					0	-2147483648	-2147483648	-2147483648	0
republican			1345	 republic						0	-2147483648	-2147483648	-2147483648	0
appropriate	[ə'prəʊpriət		1345	 inappropriate appropriately appropriation appreciate	Something appropriate is correct and fits the situation. A sweater-vest with reindeer on it is appropriate holiday apparel, even if it's totally embarrassing.					0	-2147483648	-2147483648	-2147483648	0
supply	[sə'plaɪ]		1346		To supply the definition of a word is to provide that definition. That's supply used as a verb. If you're talking about the noun, however, then the supply is the thing itself.					0	-2147483648	-2147483648	-2147483648	0
fully	['fʊli]		1347	 full bully folly awfully						0	-2147483648	-2147483648	-2147483648	0
actor	['æktə(r)]		1348	 factor factory reactor tractor	If you act in a play, whether it's written by Shakespeare or your little brother, you can call yourself an actor. Some actors make films, and others are on TV.					0	-2147483648	-2147483648	-2147483648	0
birth	[bɜːθ]		1349	 berth						0	-2147483648	-2147483648	-2147483648	0
search	[sɜːtʃ]		1350	 research	To search is to look for something. A search party is a group of people looking for something together. Their search may take a long time. If they're in the army, they might be on a mission to search and destroy.					0	-2147483648	-2147483648	-2147483648	0
tie	[taɪ]		1351	 Thai time tire tide tile tier	to fasten					-8586107185247319998	3	1	2	-8586107185247320019
 The two teams are tied with two games a piece.			0		-8586109073858441091	1	1			0	-2147483648	-2147483648	-2147483648	0
democracy	[dɪ'mɒkrəsi]		1352	 democrat democratic	Whether you're talking about your glee club or a powerful nation, the word democracy describes government based on participation of the people, either directly or through elected representatives.					0	-2147483648	-2147483648	-2147483648	0
eastern	['iːstən]		1353	 Easter nearest earnest western stern						0	-2147483648	-2147483648	-2147483648	0
primary	['praɪməri]		1354	 primarily	"Primary means basically ""first."" When you vote in a primary, that is the first election in a series. When a matter is of primary concern, it means it's of first importance. Primary school is the first you go to (after nursery school, at least)."					0	-2147483648	-2147483648	-2147483648	0
yesterday	['jestədeɪ]		1355							0	-2147483648	-2147483648	-2147483648	0
circle	['sɜːkl]		1356	 cleric encircle	A circle is the round shape formed by all the points equidistant from a center point. This shape can be found everywhere, from the ring on your finger to the performance space in a circus (which sounds suspiciously similar, doesn’t it?).					0	-2147483648	-2147483648	-2147483648	0
device	[dɪ'vaɪs]		1357	 devise	A device is really anything that has a specific use. It might be a tool or object, or a plan that is devised to accomplish something. If it has a purpose, it is a device.					0	-2147483648	-2147483648	-2147483648	0
progress	['prəʊɡres]		1358	 process profess progressive progression	The process of advancement and the way things move in the positive direction of improvement is called progress. If you got a B on your last test and a B+ on this one, that's progress.					0	-2147483648	-2147483648	-2147483648	0
bottom	['bɒtəm]		1359		The bottom of something is its underside, or lowest point. You might practice swimming by diving to the bottom of a swimming pool to retrieve pennies.					0	-2147483648	-2147483648	-2147483648	0
island	['aɪlənd]		1360		An island is a piece of land that is surrounded on all sides by water. Some islands are so small that a beach chair and umbrella barely fit on them and some are big enough to contain a whole nation.					0	-2147483648	-2147483648	-2147483648	0
exchange	[ɪks'tʃeɪndʒ]		1361	 change	To exchange means to trade one thing for another. If you and your friend both prefer what the other has brought for lunch, you should exchange lunches.					0	-2147483648	-2147483648	-2147483648	0
clean	[kliːn]		1362	 clear lean clan cleanup cleaner cleanse	The meaning of clean usually refers to removing something unwanted: you clean your hands by washing them, then you can clean some grapes.					0	-2147483648	-2147483648	-2147483648	0
studio	['stjuːdiəʊ]		1363							0	-2147483648	-2147483648	-2147483648	0
train	[treɪn]		1364	 strain brain rain trail grain drain trait trainer terrain trained	To train means to teach a skill. If you train your cat to use the toilet, your family will be amazed.					0	-2147483648	-2147483648	-2147483648	0
lady	['leɪdi]		1365	 lay lazy lad	"An old-fashioned or extremely polite word for ""woman"" is lady. A waiter who's trying to be charming might say, ""Can I get anything else for you ladies?"""					0	-2147483648	-2147483648	-2147483648	0
colleague	['kɒliːɡ]		1366		A colleague is someone you work with at your job. When you are a teacher, the other teachers are your colleagues. When you work as a cashier at 7-11, the guy at the deli counter is your colleague as well.					0	-2147483648	-2147483648	-2147483648	0
application	[ˌæplɪ'keɪʃn]		1367	 implication complication publication appellation	An application is a request for a job, assistance or admission to a school. Colleges might want you to submit your application by Dec. 1, but they won't let you know if you've been accepted until sometime in April.					0	-2147483648	-2147483648	-2147483648	0
neck	[nek]		1368	 deck heck	Your neck is the part of your body that connects your head and your shoulders. Your neck, with help from your spine, supports the weight of your head.					0	-2147483648	-2147483648	-2147483648	0
lean	[liːn]		1369	 lane learn clean mean lead leaf loan bean leap leak dean	"If you lean on someone is to rely on them for support, physical or moral. Informally, it can also mean ""to exert pressure,"" especially if you're a mobster."					0	-2147483648	-2147483648	-2147483648	0
damage	['dæmɪdʒ]		1370	 damaged	When you damage something you hurt it in a way that makes it less valuable or useful. Say you throw a baseball and it flies over your friend's head and cracks your dad's windshield. Congratulations, you've damaged your dad's car.					0	-2147483648	-2147483648	-2147483648	0
plastic	['plæstɪk]		1371	 drastic plaster	Plastic is a synthetic material that can be molded when soft and formed into a solid shape. Many toys are made out of plastic, like Barbie dolls and Lego blocks.					0	-2147483648	-2147483648	-2147483648	0
tall	[tɔːl]		1372	 stall all tell call talk fall wall ball hall tale tail mall toll till						0	-2147483648	-2147483648	-2147483648	0
plate	[pleɪt]		1373	 petal late plane Place slate plateau						0	-2147483648	-2147483648	-2147483648	0
hate	[heɪt]		1374	 heat have late rate date gate hat fate mate haze hale	Do you dislike getting up early on weekends? How much do you dislike it? So much that you'd stay in bed even if your favorite movie star came by your house to make you your favorite breakfast? In that case, you could say you hate it.					0	-2147483648	-2147483648	-2147483648	0
otherwise	['ʌðəwaɪz]		1375							0	-2147483648	-2147483648	-2147483648	0
